module,type,name,res_id,src,value,comments
base,selection,"ir.module.module,license",0,Odoo Enterprise Edition License v1.0,Odoo Enterprise Edition License v1.0,
base,model,"ir.model.fields,field_description",base.field_ir_module_module__to_buy,Odoo Enterprise Module,Odoo Enterprise Module,
base,model,"ir.module.module,description",base.module_mail,"Odoo Enterprise Social Network
------------------------------

Connect with experts, follow what interests you, share documents and promote
best practices with Odoo <a href=""https://www.odoo.com/page/enterprise-social-network"">Enterprise Social Network</a>. Get work done with
effective collaboration across departments, geographies, documents and business
applications. All of this while decreasing email overload.

Connect with experts
--------------------

Next time you have a question for the marketing, sales, R&D or any other
department, don't send an email blast-post the question to Odoo and get answers
from the right persons.

Follow what interests you
-------------------------

Want to get informed about new product features, hot deals, bottlenecks in
projects or any other event? Just follow what interests you to get the
information you need what you need; no more, no less.

Get Things Done
---------------

You can process (not only read) the inbox and easily mark messages for future
actions. Start feeling the pleasure of having an empty inbox every day; no more
overload of information.

Promote best practices
----------------------

Cut back on meetings and email chains by working together in groups of
interests. Create a group to let people share files, discuss ideas, and vote to
promote best practices.

Improve Access to Information and Expertise
-------------------------------------------

Break down information silos. Search across your existing systems to find the
answers and expertise you need to complete projects quickly.

Collaborate securely
--------------------

Set the right security policy; public, private or on invitation only --
according to the information sensitivity.

A Twitter-like Network For My Company
---------------------------------------

Make every employee feel more connected and engaged with twitter-like features
for your own company. Follow people, share best practices, 'like' top ideas,
etc.
","Odoo Enterprise Social Network
------------------------------

Connect with experts, follow what interests you, share documents and promote
best practices with Odoo <a href=""https://www.odoo.com/page/enterprise-social-network"">Enterprise Social Network</a>. Get work done with
effective collaboration across departments, geographies, documents and business
applications. All of this while decreasing email overload.

Connect with experts
--------------------

Next time you have a question for the marketing, sales, R&D or any other
department, don't send an email blast-post the question to Odoo and get answers
from the right persons.

Follow what interests you
-------------------------

Want to get informed about new product features, hot deals, bottlenecks in
projects or any other event? Just follow what interests you to get the
information you need what you need; no more, no less.

Get Things Done
---------------

You can process (not only read) the inbox and easily mark messages for future
actions. Start feeling the pleasure of having an empty inbox every day; no more
overload of information.

Promote best practices
----------------------

Cut back on meetings and email chains by working together in groups of
interests. Create a group to let people share files, discuss ideas, and vote to
promote best practices.

Improve Access to Information and Expertise
-------------------------------------------

Break down information silos. Search across your existing systems to find the
answers and expertise you need to complete projects quickly.

Collaborate securely
--------------------

Set the right security policy; public, private or on invitation only --
according to the information sensitivity.

A Twitter-like Network For My Company
---------------------------------------

Make every employee feel more connected and engaged with twitter-like features
for your own company. Follow people, share best practices, 'like' top ideas,
etc.
",
base,model,"ir.module.module,description",base.module_hr,"Odoo Human Resources
--------------------

With Odoo <a href=""https://www.odoo.com/page/employees"">Human Resources</a>,
manage the most important asset in your company: People

Get all your HR operations managed easily: knowledge sharing, recruitments,
appraisals, timesheets, contracts, attendances, payroll, etc.

Each need is provided by a specific app that you activate on demand.

Manage Your Employees
---------------------

Oversee all important information in your company address book. Some
information are restricted to HR managers, others are public to easily look
colleagues.

Record employee contracts and get alerts when they have to be renewed.

Streamline Your Recruitment Process
-----------------------------------

Index resumes, track applicants, search profiles with <a href=""https://www.odoo.com/page/employees"">Odoo HR</a>.

Post job offers and keep track of each application received. Follow applicants
in your recruitment process with the smart kanban view.

Save time by automating some communications with email templates. Resumes are
indexed automatically, allowing you to easily find for specific profiles.

Enterprise Social Network
-------------------------

Break down information silos. Share knowledge and best practices amongst all
employees. Follow specific people or documents and join groups of interests to
share expertise and documents.

Interact with your coworkers in real time with website live chat.

Track time and attendances
--------------------------

Keep track of the time spent by project, client or task. It's easy to record
timesheets or check attendances for each employee. Get your analytic accounting
posted automatically based on time spent on your projects.

Leaves Management
-----------------

Keep track of the vacation days accrued by each employee. Employees enter their
requests (paid leaves, sick leaves, etc), for managers to approve and
validate. It's all done in just a few clicks. The agenda of each employee is
updated accordingly.

Keep Track of Employee Expenses
-------------------------------

Get rid of the paper work and follow employee's expenses directly in Odoo.
Don't loose time or money by controlling the full flow: expense validation,
reimbursement of employees, posting in the accounting and re-invoicing to
customers.

Follow Periodic Appraisals
--------------------------

Set-up appraisals plans and/or surveys for your employees and watch their
evolution. Define steps for interviews and Odoo will notify managers or
subordinates automatically to prepare appraisals. Keep track of the progress of
your staff periodically.

Boost Engagement With Gamification
----------------------------------

### Define clear objective and provide real time feedback

Inspire achievement with challenges, goals and rewards. Define clear objectives
and provide real time feedback and tangible results. Showcase the top
performers to the entire channel and publicly recognize a job well done.

### Leaderboards

Promote leaders and competition amongst Sales Team with performance ratios.

### Personal Objectives

Assign clear goals to users to align them with the company objectives.

### Team Targets

Compare revenues with forecasts and budgets in real time.

","Odoo Human Resources
--------------------

With Odoo <a href=""https://www.odoo.com/page/employees"">Human Resources</a>,
manage the most important asset in your company: People

Get all your HR operations managed easily: knowledge sharing, recruitments,
appraisals, timesheets, contracts, attendances, payroll, etc.

Each need is provided by a specific app that you activate on demand.

Manage Your Employees
---------------------

Oversee all important information in your company address book. Some
information are restricted to HR managers, others are public to easily look
colleagues.

Record employee contracts and get alerts when they have to be renewed.

Streamline Your Recruitment Process
-----------------------------------

Index resumes, track applicants, search profiles with <a href=""https://www.odoo.com/page/employees"">Odoo HR</a>.

Post job offers and keep track of each application received. Follow applicants
in your recruitment process with the smart kanban view.

Save time by automating some communications with email templates. Resumes are
indexed automatically, allowing you to easily find for specific profiles.

Enterprise Social Network
-------------------------

Break down information silos. Share knowledge and best practices amongst all
employees. Follow specific people or documents and join groups of interests to
share expertise and documents.

Interact with your coworkers in real time with website live chat.

Track time and attendances
--------------------------

Keep track of the time spent by project, client or task. It's easy to record
timesheets or check attendances for each employee. Get your analytic accounting
posted automatically based on time spent on your projects.

Leaves Management
-----------------

Keep track of the vacation days accrued by each employee. Employees enter their
requests (paid leaves, sick leaves, etc), for managers to approve and
validate. It's all done in just a few clicks. The agenda of each employee is
updated accordingly.

Keep Track of Employee Expenses
-------------------------------

Get rid of the paper work and follow employee's expenses directly in Odoo.
Don't loose time or money by controlling the full flow: expense validation,
reimbursement of employees, posting in the accounting and re-invoicing to
customers.

Follow Periodic Appraisals
--------------------------

Set-up appraisals plans and/or surveys for your employees and watch their
evolution. Define steps for interviews and Odoo will notify managers or
subordinates automatically to prepare appraisals. Keep track of the progress of
your staff periodically.

Boost Engagement With Gamification
----------------------------------

### Define clear objective and provide real time feedback

Inspire achievement with challenges, goals and rewards. Define clear objectives
and provide real time feedback and tangible results. Showcase the top
performers to the entire channel and publicly recognize a job well done.

### Leaderboards

Promote leaders and competition amongst Sales Team with performance ratios.

### Personal Objectives

Assign clear goals to users to align them with the company objectives.

### Team Targets

Compare revenues with forecasts and budgets in real time.

",
base,model,"ir.module.module,description",base.module_mrp,"Odoo Manufacturing Resource Planning
------------------------------------

Manage Bill of Materials, plan manufacturing orders, track work orders with the
Odoo <a href=""https://www.odoo.com/page/manufacturing"">Open Source MRP</a> app.

Get all your assembly or manufacturing operations managed by Odoo. Schedule
manufacturing orders and work orders automatically. Review the proposed
planning with the smart kanban and gantt views. Use the advanced analytics
features to detect bottleneck in resources capacities and inventory locations.

Schedule Manufacturing Orders Efficiently
-----------------------------------------

Get manufacturing orders and work orders scheduled automatically based on your
procurement rules, quantities forecasted and dependent demand (demand for this
part based on another part consuming it).

Define Flexible Master Data
---------------------------

Get the flexibility to create multi-level bill of materials, optional routing,
version changes and phantom bill of materials. You can use BoM for kits or for
manufacturing orders.

Get Flexibility In All Operations
---------------------------------

Edit manually all proposed operations at any level of the progress. With Odoo,
you will not be frustrated by a rigid system.

Schedule Work Orders
--------------------

Check resources capacities and fix bottlenecks.  Define routings and plan the
working time and capacity of your resources. Quickly identify resource
requirements and bottlenecks to ensure your production meets your delivery
schedule dates.


A Productive User Interface
---------------------------

Organize manufacturing orders and work orders the way you like it. Process next
orders from the list view, control in the calendar view and edit the proposed
schedule in the Gantt view.


Inventory & Manufacturing Analytics
-----------------------------------

Track the evolution of the stock value, according to the level of manufacturing
activities as they progress in the transformation process.

Fully Integrated with Operations
--------------------------------

Get your manufacturing resource planning accurate with it's full integration
with sales and purchases apps. The accounting integration allows real time
accounting valuation and deeper reporting on costs and revenues on your
manufacturing operations.

","Odoo Manufacturing Resource Planning
------------------------------------

Manage Bill of Materials, plan manufacturing orders, track work orders with the
Odoo <a href=""https://www.odoo.com/page/manufacturing"">Open Source MRP</a> app.

Get all your assembly or manufacturing operations managed by Odoo. Schedule
manufacturing orders and work orders automatically. Review the proposed
planning with the smart kanban and gantt views. Use the advanced analytics
features to detect bottleneck in resources capacities and inventory locations.

Schedule Manufacturing Orders Efficiently
-----------------------------------------

Get manufacturing orders and work orders scheduled automatically based on your
procurement rules, quantities forecasted and dependent demand (demand for this
part based on another part consuming it).

Define Flexible Master Data
---------------------------

Get the flexibility to create multi-level bill of materials, optional routing,
version changes and phantom bill of materials. You can use BoM for kits or for
manufacturing orders.

Get Flexibility In All Operations
---------------------------------

Edit manually all proposed operations at any level of the progress. With Odoo,
you will not be frustrated by a rigid system.

Schedule Work Orders
--------------------

Check resources capacities and fix bottlenecks.  Define routings and plan the
working time and capacity of your resources. Quickly identify resource
requirements and bottlenecks to ensure your production meets your delivery
schedule dates.


A Productive User Interface
---------------------------

Organize manufacturing orders and work orders the way you like it. Process next
orders from the list view, control in the calendar view and edit the proposed
schedule in the Gantt view.


Inventory & Manufacturing Analytics
-----------------------------------

Track the evolution of the stock value, according to the level of manufacturing
activities as they progress in the transformation process.

Fully Integrated with Operations
--------------------------------

Get your manufacturing resource planning accurate with it's full integration
with sales and purchases apps. The accounting integration allows real time
accounting valuation and deeper reporting on costs and revenues on your
manufacturing operations.

",
base,model,"ir.module.module,description",base.module_mass_mailing,"Odoo Mass Mailing
-----------------

Easily send mass mailing to your leads, opportunities or customers
with Odoo <a href=""https://www.odoo.com/page/mailing#"">Mass Mailing</a>. Track
marketing campaigns performance to improve conversion rates. Design
professional emails and reuse templates in a few clicks.

Send Professional Emails
------------------------

Import database of prospects or filter on existing leads, opportunities and
customers in just a few clicks.

Define email templates to reuse content or specific design for your newsletter.
Setup several email servers with their own IP/domain to optimise opening rates.

Organize Marketing Campaigns
----------------------------

Design, Send, Track by Campaigns with our <a href=""https://www.odoo.com/page/mailing"">Lead Automation</a> app.

Get real time statistics on campaigns performance to improve your conversion
rate. Track mails sent, received, opened and answered.

Easily manage your marketing campaigns, discussion groups, leads and
opportunities in one simple and powerful platform.

Integrated with Odoo Apps
-------------------------

Get access to mass mailing features from every Odoo app to improve the way your
users communicate.

Send template of emails from Odoo <a href=""https://www.odoo.com/page/mailing"">CRM opportunities</a>, select leads based
on marketing segments, send <a href=""https://www.odoo.com/page/recruitment"">job offers</a> and automate
answers to applicants, reuse email template in the lead automation marketing
campaigns.

Answers to your emails appears automatically in the history of every document
with the social network module.

Clean Your Lead Database
------------------------

Get a clean lead database that improves over the time using the performance of
your mails. Odoo handle bounce mails efficiently, flag erroneous leads
accordingly and gives you statistics on the quality of your leads.

One click emails send
---------------------

The marketing department will love working on campaigns. But you can also give
a one click mass mailing facility to all others users on their own prospects or
documents.

Select a few documents (e.g. leads, support tickets, suppliers, applicants,
...) and send emails to their contacts in one click, reusing existing emails
templates.

Follow-up On Answers
--------------------

The chatter feature enables you to communicate faster and more efficiently with
your customer. Get documents created automatically (leads, opportunities,
tasks, ...) based on answers to your mass mailing campaigns Follow the
discussion directly on the business documents within Odoo or via email.

Get all the negotiations and discussions attached to the right document and
relevent managers notified on specific events.

Campaigns Dashboard
-------------------

Get the insights you need to make smarter marketing campaign. Track statistics
per campaign: bounce rates, sent mails, best content, etc. The clear dashboards
gives you a direct overview of your campaign performance.

Fully Integrated With Others Apps
---------------------------------

Define automated actions (e.g. ask a salesperson to call, send an email, ...)
based on triggers (no activity since 20 days, answered a promotional email,
etc.)

Optimize campaigns from lead to close, on every channel. Make smarter decisions
about where to invest and show the impact of your marketing activities on your
company's bottom line.

Integrate a contact form in your website easily. Forms submissions create leads
automatically in Odoo CRM. Leads can be used in marketing campaigns.

Manage your <a href=""https://www.odoo.com/page/crm"">sales funnel</a> with no
effort. Attract leads, follow-up on phone calls and meetings. Analyse the
quality of your leads to make informed decisions and save time by integrating
emails directly into the application.

","Odoo Mass Mailing
-----------------

Easily send mass mailing to your leads, opportunities or customers
with Odoo <a href=""https://www.odoo.com/page/mailing#"">Mass Mailing</a>. Track
marketing campaigns performance to improve conversion rates. Design
professional emails and reuse templates in a few clicks.

Send Professional Emails
------------------------

Import database of prospects or filter on existing leads, opportunities and
customers in just a few clicks.

Define email templates to reuse content or specific design for your newsletter.
Setup several email servers with their own IP/domain to optimise opening rates.

Organize Marketing Campaigns
----------------------------

Design, Send, Track by Campaigns with our <a href=""https://www.odoo.com/page/mailing"">Lead Automation</a> app.

Get real time statistics on campaigns performance to improve your conversion
rate. Track mails sent, received, opened and answered.

Easily manage your marketing campaigns, discussion groups, leads and
opportunities in one simple and powerful platform.

Integrated with Odoo Apps
-------------------------

Get access to mass mailing features from every Odoo app to improve the way your
users communicate.

Send template of emails from Odoo <a href=""https://www.odoo.com/page/mailing"">CRM opportunities</a>, select leads based
on marketing segments, send <a href=""https://www.odoo.com/page/recruitment"">job offers</a> and automate
answers to applicants, reuse email template in the lead automation marketing
campaigns.

Answers to your emails appears automatically in the history of every document
with the social network module.

Clean Your Lead Database
------------------------

Get a clean lead database that improves over the time using the performance of
your mails. Odoo handle bounce mails efficiently, flag erroneous leads
accordingly and gives you statistics on the quality of your leads.

One click emails send
---------------------

The marketing department will love working on campaigns. But you can also give
a one click mass mailing facility to all others users on their own prospects or
documents.

Select a few documents (e.g. leads, support tickets, suppliers, applicants,
...) and send emails to their contacts in one click, reusing existing emails
templates.

Follow-up On Answers
--------------------

The chatter feature enables you to communicate faster and more efficiently with
your customer. Get documents created automatically (leads, opportunities,
tasks, ...) based on answers to your mass mailing campaigns Follow the
discussion directly on the business documents within Odoo or via email.

Get all the negotiations and discussions attached to the right document and
relevent managers notified on specific events.

Campaigns Dashboard
-------------------

Get the insights you need to make smarter marketing campaign. Track statistics
per campaign: bounce rates, sent mails, best content, etc. The clear dashboards
gives you a direct overview of your campaign performance.

Fully Integrated With Others Apps
---------------------------------

Define automated actions (e.g. ask a salesperson to call, send an email, ...)
based on triggers (no activity since 20 days, answered a promotional email,
etc.)

Optimize campaigns from lead to close, on every channel. Make smarter decisions
about where to invest and show the impact of your marketing activities on your
company's bottom line.

Integrate a contact form in your website easily. Forms submissions create leads
automatically in Odoo CRM. Leads can be used in marketing campaigns.

Manage your <a href=""https://www.odoo.com/page/crm"">sales funnel</a> with no
effort. Attract leads, follow-up on phone calls and meetings. Analyse the
quality of your leads to make informed decisions and save time by integrating
emails directly into the application.

",
base,model,"ir.module.module,description",base.module_note,"Odoo Notes
----------

Organize yourself with efficient <a href=""https://www.odoo.com/page/notes"">todo lists and notes</a>.
From personal tasks to collaborative meeting minutes, increase your user's
productivity by giving them the tools to prioritize their work, share their
ideas and collaborate on documents.

Personal to-do lists that works
-------------------------------

Quickly create to-dos, organize horizontally for the mid-term (today, this week, this month, ...), prioritize vertically for the short term and group by assigning colors. The kanban approach allows a simple visual organization of your to-dos.

### Beat Work Overload

Feel how good it is to rely on a structured way to organize your work instead of keeping everything in memory. Use notes to [Get Things Done](http://en.wikipedia.org/wiki/Getting_Things_Done).

### Prioritize Efficiently

Most people are lost in the flow of urgent daily tasks and have difficulties to work on important, long-term tasks. Notes gives you a simple way to allocate time very day to do important, but less urgent tasks.

### Find Motivation to Close Tasks

People used to work on tasks they like and not on important tasks. Start feeling good by checking tasks as done.

Adapts to Your Creative Process
-------------------------------

### Customize to your own workflow

Everyone has their own way to organize activities. Odoo Notes' smart kanban approach allows every user to customize their own steps to process it's to-dos and notes.

### A Creative Person

A creative person will organize notes based on idea's maturity level: Draft Ideas ** Mature Ideas ** Specified **To Do

### A Frequent Traveler

An employee travelling a lot can organize their tasks based on the context to perform the task: U.S. Office | London's Office | To Review during Flights | At Home

### A Manager

A manager will organize their high number of tasks based on prioritizations: Todo Today | This Week | This Month | Later

Personnal Notes
---------------

### Notes are private but can be shared

Write down your ideas in pads, keep your notes at your finger tips, attach related documents and use tags and colors to organize the information. Once your ideas are mature, you can share them to others users, start discussing it and collaborate by improving the specification in the pad.

Collaborative Meeting Minutes
-----------------------------

### Real-time sharing and edition of notes

The real time collaborative writings on notes makes it the perfect tool to collaborate on meeting minutes. Attendees will be able to contribute to the minutes, attach important documents or discuss on the related thread.

","Odoo Notes
----------

Organize yourself with efficient <a href=""https://www.odoo.com/page/notes"">todo lists and notes</a>.
From personal tasks to collaborative meeting minutes, increase your user's
productivity by giving them the tools to prioritize their work, share their
ideas and collaborate on documents.

Personal to-do lists that works
-------------------------------

Quickly create to-dos, organize horizontally for the mid-term (today, this week, this month, ...), prioritize vertically for the short term and group by assigning colors. The kanban approach allows a simple visual organization of your to-dos.

### Beat Work Overload

Feel how good it is to rely on a structured way to organize your work instead of keeping everything in memory. Use notes to [Get Things Done](http://en.wikipedia.org/wiki/Getting_Things_Done).

### Prioritize Efficiently

Most people are lost in the flow of urgent daily tasks and have difficulties to work on important, long-term tasks. Notes gives you a simple way to allocate time very day to do important, but less urgent tasks.

### Find Motivation to Close Tasks

People used to work on tasks they like and not on important tasks. Start feeling good by checking tasks as done.

Adapts to Your Creative Process
-------------------------------

### Customize to your own workflow

Everyone has their own way to organize activities. Odoo Notes' smart kanban approach allows every user to customize their own steps to process it's to-dos and notes.

### A Creative Person

A creative person will organize notes based on idea's maturity level: Draft Ideas ** Mature Ideas ** Specified **To Do

### A Frequent Traveler

An employee travelling a lot can organize their tasks based on the context to perform the task: U.S. Office | London's Office | To Review during Flights | At Home

### A Manager

A manager will organize their high number of tasks based on prioritizations: Todo Today | This Week | This Month | Later

Personnal Notes
---------------

### Notes are private but can be shared

Write down your ideas in pads, keep your notes at your finger tips, attach related documents and use tags and colors to organize the information. Once your ideas are mature, you can share them to others users, start discussing it and collaborate by improving the specification in the pad.

Collaborative Meeting Minutes
-----------------------------

### Real-time sharing and edition of notes

The real time collaborative writings on notes makes it the perfect tool to collaborate on meeting minutes. Attendees will be able to contribute to the minutes, attach important documents or discuss on the related thread.

",
base,model,"ir.module.module,description",base.module_point_of_sale,"Odoo Point of Sale
-----------------------------

Odoo's <a href=""https://www.odoo.com/page/point-of-sale"">Point of Sale</a>
introduces a super clean interface with no installation required that runs
online and offline on modern hardwares.

It's full integration with the company inventory and accounting, gives you real
time statistics and consolidations amongst all shops without the hassle of
integrating several applications.

Work with the hardware you already have
---------------------------------------

### In your web browser

Odoo's POS is a web application that can run on any device that can display
websites with little to no setup required.

### Touchscreen or Keyboard ?

The Point of Sale works perfectly on any kind of touch enabled device, whether
it's multi-touch tablets like an iPad or keyboardless resistive touchscreen
terminals.

### Scales and Printers

Barcode scanners and printers are supported out of the box with no setup
required. Scales, cashboxes, and other peripherals can be used with the proxy
API.

Online and Offline
------------------

### Odoo's POS stays reliable even if your connection isn't

Deploy new stores with just an internet connection: **no installation, no
specific hardware required**. It works with any **iPad, Tablet PC, laptop** or
industrial POS machine.

While an internet connection is required to start the Point of Sale, it will
stay operational even after a complete disconnection.


A super clean user interface
----------------------------

### Simple and beautifull

Say goodbye to ugly, outdated POS software and enjoy the Odoo web interface
designed for modern retailer.

### Designed for Productivity

Whether it's for a restaurant or a shop, you can activate the multiple orders
in parallel to not make your customers wait.

### Blazing fast search

Scan products, browse through hierarchical categories, or get quick information
about products with the blasting fast filter accross all your products.

Integrated Inventory Management
-------------------------------

Consolidate all your Sales Teams in real time: stores, ecommerce, sales
teams. Get real time control of the inventory and accurate forecasts to manage
procurements.

A full warehouse management system at your fingertips: get information about
products availabilities, trigger procurement requests, etc.

Deliver in-store customer services
----------------------------------

Give your shopper a strong experience by integrating in-store customer
services. Handle reparations, track warantees, follow customer claims, plan
delivery orders, etc.

Invoicing & Accounting Integration
----------------------------------

Produce customer invoices in just a few clicks. Control sales and cash in real
time and use Odoo's powerful reporting to make smarter decisions to improve
your store's efficiency.

No more hassle of having to integrate softwares: get all your sales and
inventory operations automatically posted in your G/L.

Unified Data Amongst All Shops
------------------------------

Get new products, pricing strategies and promotions applied automatically to
selected stores. Work on a unified customer base. No complex interface is
required to pilot a global strategy amongst all your stores.

With Odoo as a backend, you have a system proven to be perfectly suitable for
small stores or large multinationals.

Know your customers - in store and out
--------------------------------------

Successful brands integrates all their customer relationship accross all their
channels to develop accurate customer profile and communicate with shoppers as
they make buying decisions, in store or online.

With Odoo, you get a 360° customer view, including cross-channel sales,
interaction history, profiles, and more.

","Odoo Point of Sale
-----------------------------

Odoo's <a href=""https://www.odoo.com/page/point-of-sale"">Point of Sale</a>
introduces a super clean interface with no installation required that runs
online and offline on modern hardwares.

It's full integration with the company inventory and accounting, gives you real
time statistics and consolidations amongst all shops without the hassle of
integrating several applications.

Work with the hardware you already have
---------------------------------------

### In your web browser

Odoo's POS is a web application that can run on any device that can display
websites with little to no setup required.

### Touchscreen or Keyboard ?

The Point of Sale works perfectly on any kind of touch enabled device, whether
it's multi-touch tablets like an iPad or keyboardless resistive touchscreen
terminals.

### Scales and Printers

Barcode scanners and printers are supported out of the box with no setup
required. Scales, cashboxes, and other peripherals can be used with the proxy
API.

Online and Offline
------------------

### Odoo's POS stays reliable even if your connection isn't

Deploy new stores with just an internet connection: **no installation, no
specific hardware required**. It works with any **iPad, Tablet PC, laptop** or
industrial POS machine.

While an internet connection is required to start the Point of Sale, it will
stay operational even after a complete disconnection.


A super clean user interface
----------------------------

### Simple and beautifull

Say goodbye to ugly, outdated POS software and enjoy the Odoo web interface
designed for modern retailer.

### Designed for Productivity

Whether it's for a restaurant or a shop, you can activate the multiple orders
in parallel to not make your customers wait.

### Blazing fast search

Scan products, browse through hierarchical categories, or get quick information
about products with the blasting fast filter accross all your products.

Integrated Inventory Management
-------------------------------

Consolidate all your Sales Teams in real time: stores, ecommerce, sales
teams. Get real time control of the inventory and accurate forecasts to manage
procurements.

A full warehouse management system at your fingertips: get information about
products availabilities, trigger procurement requests, etc.

Deliver in-store customer services
----------------------------------

Give your shopper a strong experience by integrating in-store customer
services. Handle reparations, track warantees, follow customer claims, plan
delivery orders, etc.

Invoicing & Accounting Integration
----------------------------------

Produce customer invoices in just a few clicks. Control sales and cash in real
time and use Odoo's powerful reporting to make smarter decisions to improve
your store's efficiency.

No more hassle of having to integrate softwares: get all your sales and
inventory operations automatically posted in your G/L.

Unified Data Amongst All Shops
------------------------------

Get new products, pricing strategies and promotions applied automatically to
selected stores. Work on a unified customer base. No complex interface is
required to pilot a global strategy amongst all your stores.

With Odoo as a backend, you have a system proven to be perfectly suitable for
small stores or large multinationals.

Know your customers - in store and out
--------------------------------------

Successful brands integrates all their customer relationship accross all their
channels to develop accurate customer profile and communicate with shoppers as
they make buying decisions, in store or online.

With Odoo, you get a 360° customer view, including cross-channel sales,
interaction history, profiles, and more.

",
base,selection,"ir.module.module,license",0,Odoo Proprietary License v1.0,Odoo Proprietary License v1.0,
base,model,"ir.module.module,shortdesc",base.module_web_settings_dashboard,Odoo Settings Dashboard,Odoo Settings Dashboard,
base,model,"ir.module.module,description",base.module_purchase,"Odoo Supply Chain
-----------------

Automate requisition-to-pay, control invoicing with the Odoo
<a href=""https://www.odoo.com/page/purchase"">Open Source Supply Chain</a>.

Automate procurement propositions, launch request for quotations, track
purchase orders, manage vendors' information, control products reception and
check vendors' invoices.

Automated Procurement Propositions
----------------------------------

Reduce inventory level with procurement rules. Get the right purchase
proposition at the right time to reduce your inventory level. Improve your
purchase and inventory performance with procurement rules depending on stock
levels, logistic rules, sales orders, forecasted manufacturing orders, etc.

Send requests for quotations or purchase orders to your vendor in one click.
Get access to product receptions and invoices from your purchase order.

Purchase Tenders
----------------

Launch purchase tenders, integrate vendor's answers in the process and
compare propositions. Choose the best offer and send purchase orders easily.
Use reporting to analyse the quality of your vendors afterwards.


Email integrations
------------------

Integrate all vendor's communications on the purchase orders (or RfQs) to get
a strong traceability on the negotiation or after sales service issues. Use the
claim management module to track issues related to vendors.

Standard Price, Average Price, FIFO
-----------------------------------

Use the costing method that reflects your business: standard price, average
price, fifo or lifo. Get your accounting entries and the right inventory
valuation in real-time; Odoo manages everything for you, transparently.

Import Vendor Pricelists
--------------------------

Take smart purchase decisions using the best prices.  Easily import vendor's
pricelists to make smarter purchase decisions based on promotions, prices
depending on quantities and special contract conditions. You can even base your
sale price depending on your vendor's prices.

Control Products and Invoices
-----------------------------

No product or order is left behind, the inventory control allows you to manage
back orders, refunds, product reception and quality control. Choose the right
control method according to your need.

Control vendor bills with no effort. Choose the right method according to
your need: pre-generate draft invoices based on purchase orders, on products
receptions, create invoices manually and import lines from purchase orders,
etc.

","Odoo Supply Chain
-----------------

Automate requisition-to-pay, control invoicing with the Odoo
<a href=""https://www.odoo.com/page/purchase"">Open Source Supply Chain</a>.

Automate procurement propositions, launch request for quotations, track
purchase orders, manage vendors' information, control products reception and
check vendors' invoices.

Automated Procurement Propositions
----------------------------------

Reduce inventory level with procurement rules. Get the right purchase
proposition at the right time to reduce your inventory level. Improve your
purchase and inventory performance with procurement rules depending on stock
levels, logistic rules, sales orders, forecasted manufacturing orders, etc.

Send requests for quotations or purchase orders to your vendor in one click.
Get access to product receptions and invoices from your purchase order.

Purchase Tenders
----------------

Launch purchase tenders, integrate vendor's answers in the process and
compare propositions. Choose the best offer and send purchase orders easily.
Use reporting to analyse the quality of your vendors afterwards.


Email integrations
------------------

Integrate all vendor's communications on the purchase orders (or RfQs) to get
a strong traceability on the negotiation or after sales service issues. Use the
claim management module to track issues related to vendors.

Standard Price, Average Price, FIFO
-----------------------------------

Use the costing method that reflects your business: standard price, average
price, fifo or lifo. Get your accounting entries and the right inventory
valuation in real-time; Odoo manages everything for you, transparently.

Import Vendor Pricelists
--------------------------

Take smart purchase decisions using the best prices.  Easily import vendor's
pricelists to make smarter purchase decisions based on promotions, prices
depending on quantities and special contract conditions. You can even base your
sale price depending on your vendor's prices.

Control Products and Invoices
-----------------------------

No product or order is left behind, the inventory control allows you to manage
back orders, refunds, product reception and quality control. Choose the right
control method according to your need.

Control vendor bills with no effort. Choose the right method according to
your need: pre-generate draft invoices based on purchase orders, on products
receptions, create invoices manually and import lines from purchase orders,
etc.

",
base,model,"ir.module.module,shortdesc",base.module_web_diagram,Odoo Web Diagram,Odoo Web Diagram,
